,factors_id,distance_threshold_multiplier,increment_threshold,lexicalization_noise_level,collocations_noise_level,concept_level_weights,message_id,message,concept_level_weights,threshold_per_concept,total_threshold,increment_threshold,semantic_noise,syntactic_noise,time,sentence_set,verdict,distance,length_of_sentence,depth_of_sentence,n_sub_trees,n_head_words,n_roots,n_leafs,verdict_success,verdict_one_word,verdict_failure
10,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,19.180,Lemew that hikef and rimer which mereg and mereg that wos and wigumonig which fepeg that wos which mahos that nen which fepeg that lenen which hikil. Pen. Detogiver that lulinut and lulinut which lenen. Segul.,no more head words. failure,xxx,20,7,4,39,244,1399,0,0,1
11,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,8.460,Bis that tiwanem and gun which wigumonig and tekuz and lewores that nihitos and guligut and nos and lamun and fepeg that mahos which lulinut that fepeg which lenen that roman which hikef that mahos that nen which wigumonig. Faped that lulinut and lulinut which lulinut that lenen. Talorihin. Nos.,no more head words. failure,xxx,27,7,4,27,92,539,0,0,1
12,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,19.210,Tevafim that zahohagew and lulinut which pitetes and nihitos and wos that nos that rimer which lamun that rimer that rimer which tiwanem and tiwanem and rapap. Pen that hikil which lenen. Lewores. Hikef.,no more head words. failure,xxx,19,7,4,44,234,1387,0,0,1
13,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,18.970,Femem that lamun and rimer which rapap that roman which gegotam that mereg which lewores and nos that faped which lamun and nihitos. Lemew. Wosizil that mereg and lenen which hikil that hikil which lenen. Pew that hikil.,no more head words. failure,xxx,21,5,4,41,231,1381,0,0,1
14,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,12.250,Guligut that rimer and gurutan which lulinut and roman that hikef which mahos that nihitos which fepeg that lamun that lewores which wigumonig which wigumonig that nihitos which wigumonig that lulinut which hikef and nen which lenen. Lulinut that lulinut and hikil which lenen. Fit. Notab.,no more head words. failure,xxx,25,7,4,33,143,837,0,0,1
15,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,11.300,Tanisaz that nen and pomapug which lamun that mereg which wos and tiwanem that guligut and wigumonig which faped that nen and tiwanem which lemew and wigumonig which nen that faped that lamun and lemew that fepeg which hikef which wigumonig which wos that lenen. Razanez that lulinut. Roman. Zewipetep.,no more head words. failure,xxx,27,7,4,35,120,755,0,0,1
16,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,12.680,Mereg that lewores which lewores and gurutan that hikil and nen and rimer which wos that nihitos which wigumonig that wigumonig and lulinut which lulinut which fepeg that lemew which nihitos that nos and lemew and nen. Tumig. Sadenet that hikil. Wuf that hikil.,no more head words. failure,xxx,24,6,4,37,150,853,0,0,1
17,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,17.280,Debim that faped which nen and nos that lamun that rapap and lewores which mereg that pomapug that faped and lulinut and rimer which wos which mahos that nen which lewores which nihitos which faped that lewores. Peputin. Losur that lulinut and hikil which lenen. Fon.,no more head words. failure,xxx,25,6,4,34,208,1270,0,0,1
18,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,16.940,Bis that faped and nen which gegotam and wigumonig that mahos that rapap which tiwanem and guligut and faped which lemew that lenen that rapap which lulinut that lulinut and fepeg which hikil that lewores that lenen and nen. Gefid that lenen which talorihin. Latan. Peputin.,no more head words. failure,xxx,25,6,4,39,208,1211,0,0,1
19,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",0,DEFEN SUDINET NADOHEGAW NAMUB NESOTOS RADAP PITETOS TOS ROTENES TUWANOT NEDAWAT TEDIDOH DEW TAT DEBIG TEPIT FEK GAMOT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,7.990,Lenen that mahos which rimer that wos which lewores and hikil and wos that nen which pitetes that fepeg that roman which nen and nihitos that wigumonig which lemew that wigumonig. Tewig that lenen which lenen. Rotogis. Nadonugaw.,no more head words. failure,xxx,21,6,4,29,80,494,0,0,1
0,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,13.660,Razanez that rimer which petal and tiwanem that logel and mahos which nadonugaw which lemew and lemew that lemew which lulinut that wigumonig which lamun and peputin. Zetugorin. Mubot. Les that wigumonig.,success,xxx,18,7,4,32,153,973,1,0,0
1,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,13.520,Fon that roman and lemew which nos that lulinut which tiwanem and mahos that rimer which lamun that roman which lamun that fepeg which nadonugaw that mereg which mereg that fepeg and lulinut which wigumonig. Luzeg. Debim that nadonugaw and roman and lamun which roman. Wigumonig.,success. one word sentence accepted,xxx,25,7,4,30,145,977,0,1,0
2,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,17.870,Luzeg that petal which nadonugaw that petal that lulinut and rimer that petal and tiwanem which roman that lewores which nos which lamun and lulinut and roman that mereg which roman that mereg that lamun. Biledomat. Wigumonig. Zogem.,no more head words. failure,xxx,21,9,4,36,205,1322,0,0,1
3,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,18.970,Losur that fepeg which peputin and faped that roman which mahos that logel which lemew and lemew that lulinut and logel which wigumonig which wigumonig which faped that nadonugaw. Lamun. Dibelem. Giz that wigumonig.,success,xxx,19,7,4,38,216,1411,1,0,0
4,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,10.920,Hidel that lemew and rimer and lemew which wigumonig and talorihin that talorihin which petal which lamun that logel which peputin that mereg and roman that lewores which petal. Bogom. Niful that nadonugaw and nadonugaw and nadonugaw which roman. Sufenes that wigumonig.,success,xxx,23,6,4,25,123,764,1,0,0
5,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,16.100,Notab. Tanisaz. Pitetes. Gewetas that wigumonig.,success,xxx,5,3,4,34,182,1178,1,0,0
6,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,17.380,Balelamit that mahos and faped and tiwanem which fepeg that mereg which wos that mereg which roman that wigumonig which lemew that mereg which nadonugaw and lamun. Zogem. Getusivum. Hikef.,no more head words. failure,xxx,17,5,4,44,188,1250,0,0,1
7,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,17.690,Reratem that faped and wos and lemew which roman and lulinut and wos that talorihin that talorihin which mahos that nos which wigumonig that talorihin that faped that lewores. Nutaz. Zetugorin that roman. Tumig.,no more head words. failure,xxx,19,5,4,44,190,1279,0,0,1
8,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,16.620,Zatonidor that peputin which lulinut that nos which faped that tiwanem which mahos that faped which lamun that talorihin which wigumonig and wigumonig which rimer. Wafehul. Notab. Gewetas.,no more head words. failure,xxx,16,6,4,42,182,1190,0,0,1
9,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,17.110,Lulinut that petal and talorihin which lulinut that mahos which mahos that logel which roman and lewores and lamun and nos. Segul. Gafetev that roman. Tanisaz that wigumonig.,success,xxx,16,6,4,35,205,1251,1,0,0
10,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,13.780,Sadenet that talorihin and lewores which faped and peputin that lemew that mahos which lenen and nadonugaw and lamun that faped which petal that lewores that tiwanem which petal which lenen that wigumonig which lewores that rines. Mesotik. Sefen. Wetameh.,no more head words. failure,xxx,22,7,4,39,153,950,0,0,1
11,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,17.390,Mahos that lenen which lemew that talorihin which wigumonig that mahos which peputin and wigumonig that lulinut and lemew which logel that lenen. Tumig. Hetamed that talorihin. Detogiver that roman.,no more head words. failure,xxx,17,6,4,41,194,1260,0,0,1
12,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,9.500,Rines that lenen which wigumonig that lulinut which wigumonig and lemew and lewores that talorihin that faped and mahos which wos that roman that wigumonig and lamun. Godin. Wigumonig. Relapolew that roman and nadonugaw.,no more head words. failure,xxx,19,5,4,26,94,646,0,0,1
13,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,19.990,Hikil that logel and talorihin and lulinut which tiwanem that lamun which petal and wos and logel and lamun that peputin which talorihin and tiwanem that petal and lenen. Dizodud. Segul. Wigumonig.,success. one word sentence accepted,xxx,18,5,4,43,228,1476,0,1,0
14,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,12.600,Guligut that mahos which wigumonig that mahos that logel which mereg and lemew that lulinut which lamun that talorihin which nadonugaw which rimer and wigumonig that lamun. Mosimil. Mesotik. Wad.,no more head words. failure,xxx,17,6,4,36,125,875,0,0,1
15,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,19.230,Nadil that fepeg which wos that nadonugaw and rimer and lenen which rimer that roman which roman and roman and talorihin and wigumonig and lewores that fepeg that wigumonig. Wigumonig. Sanod that roman which wigumonig that nadonugaw and roman. Pujuz.,no more head words. failure,xxx,22,5,4,32,222,1461,0,0,1
16,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,18.870,Nineg that fepeg and lamun which mereg that petal which lenen and nadonugaw and petal that mahos that lulinut which lenen which nos which lulinut that roman which lemew that lemew and nos and lamun which lenen that wigumonig. Merud. Lewores that lamun which lamun. Nulidoh that talorihin.,no more head words. failure,xxx,26,6,4,41,207,1395,0,0,1
17,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,11.680,Rulatonew that lulinut and wigumonig which lamun that rimer which peputin and lenen that rimer which faped and petal that wigumonig that vogin. Luzeg. Nofez that roman and lamun and roman and roman and roman. Pew that wigumonig.,success,xxx,21,5,4,30,124,814,1,0,0
18,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,14.250,Niful that wigumonig and peputin and lemew which tiwanem and lamun that lenen which mereg and roman and mahos that wos which faped that rimer which lulinut and roman. Fepeg. Wad that nadonugaw and roman which nadonugaw that rimer. Wigumonig.,success. one word sentence accepted,xxx,22,5,4,26,162,1053,0,1,0
19,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",1,DIDIR WATEH TEDIDOH RELATOTEW LAFID GOLAPUG DORETALIB FIN HUSIBOPEH GULINAT TIGEL SUPORIMES GAFUS WAMESETIK TIBAHAHIS FIKIG SETUNIVEM FIT,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,11.050,Nihitos that logel which peputin that nadonugaw that lemew that logel and wigumonig which lenen which lemew that talorihin which wigumonig and mahos that faped that lulinut. Nulafam. Reratem. Pujuz.,no more head words. failure,xxx,17,7,4,36,113,732,0,0,1
0,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",2,SURIFOR TEPIT TETAMEH ROTENES TETAMEB WASIW NADOHEGAW HIHOF PITETOS GAVON HESOR NAMUB TIBAHAHIS RANATES DEBIG NEWIPUTIN TAMAN MIFES,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,14.530,Sefen that hikef and wigumonig which lemew and lulinut and rapap and lemew and hikil that hikil which rimer. Zozel. Supugeges that nihitos. Getusivum that hikil and wigumonig.,success,xxx,16,6,4,37,156,1032,1,0,0
1,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",2,SURIFOR TEPIT TETAMEH ROTENES TETAMEB WASIW NADOHEGAW HIHOF PITETOS GAVON HESOR NAMUB TIBAHAHIS RANATES DEBIG NEWIPUTIN TAMAN MIFES,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,7.130,Tutemalat that lenen and hikil which talorihin and rimer that wigumonig which nadonugaw that lemew which lemew which hikil that rapap that lenen. Wosef that mereg which rimer that mereg which mereg. Hegot that hikil which hikil and wigumonig. Niful.,no more head words. failure,xxx,22,7,4,21,70,458,0,0,1
2,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",2,SURIFOR TEPIT TETAMEH ROTENES TETAMEB WASIW NADOHEGAW HIHOF PITETOS GAVON HESOR NAMUB TIBAHAHIS RANATES DEBIG NEWIPUTIN TAMAN MIFES,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,9.890,Tekuz that lamun which hikil and wigumonig that roman that mereg which lemew and lewores and lewores which lamun that mereg and wigumonig which wigumonig which lenen. Pen. Gefid. Les that rimer and rimer which logel and logel and logel.,success,xxx,22,6,4,26,96,683,1,0,0
3,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",2,SURIFOR TEPIT TETAMEH ROTENES TETAMEB WASIW NADOHEGAW HIHOF PITETOS GAVON HESOR NAMUB TIBAHAHIS RANATES DEBIG NEWIPUTIN TAMAN MIFES,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,16.650,Balelamit that nineg and merud which lamun and lemew and pomapug that merud which lewores and lewores that roman. Sefen. Petal. Getusivum.,no more head words. failure,xxx,13,5,4,44,187,1178,0,0,1
4,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",2,SURIFOR TEPIT TETAMEH ROTENES TETAMEB WASIW NADOHEGAW HIHOF PITETOS GAVON HESOR NAMUB TIBAHAHIS RANATES DEBIG NEWIPUTIN TAMAN MIFES,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,8.870,Guseb that rapap and hikef and hikil and rapap and talorihin which roman and lewores that rapap which hikil and rimer that lenen which lulinut that lamun. Benazes. Gafap that lulinut which wigumonig. Zalad.,no more head words. failure,xxx,19,5,4,29,90,572,0,0,1
5,0,0.4,0.1,1,1,"[1, 1, 1, 1, 1]",2,SURIFOR TEPIT TETAMEH ROTENES TETAMEB WASIW NADOHEGAW HIHOF PITETOS GAVON HESOR NAMUB TIBAHAHIS RANATES DEBIG NEWIPUTIN TAMAN MIFES,"[1, 1, 1, 1, 1]",0.40,7.20,0.1,1.000,1.000,14.020,Husiboleh that lemew which lenen and lulinut that tiwanem which lemew that nadonugaw that roman and wigumonig which rapap. Pew. Les. Nafis.,no more head words. failure,xxx,13,5,4,38,149,983,0,0,1
